experiment,n_seeds,pairwise_ari_mean,pairwise_ari_min,pairwise_nmi_mean,pairwise_nmi_min,mean_offdiagonal_coassignment,best_level1_mse_mean,best_level1_mse_std,active_k_mean,active_k_std,used_k_canonical_mean,used_k_canonical_std,perplexity_canonical_mean,perplexity_canonical_std,minimum_code_fraction_canonical_mean,minimum_code_fraction_canonical_std,shape_purity_canonical_mean,shape_purity_canonical_std,affordance_purity_canonical_mean,affordance_purity_canonical_std,mean_assigned_squared_distance_mean,mean_assigned_squared_distance_std,p95_assigned_squared_distance_mean,p95_assigned_squared_distance_std,ema_occupancy_min_mean,ema_occupancy_min_std,ema_occupancy_max_mean,ema_occupancy_max_std,ema_occupancy_perplexity_mean,ema_occupancy_perplexity_std,growth_events_mean,growth_events_std,prune_events_mean,prune_events_std,merge_events_mean,merge_events_std
grow_only_k16,3,0.9612914413753733,0.9485294117647058,0.9576699547156241,0.9519098831347721,0.2530612244897959,0.1316034096893337,0.039837189029311076,4.666666666666667,0.5773502691896258,4.666666666666667,0.5773502691896258,4.135419364138108,0.3009490948333865,0.11333333333333334,0.07571877794400365,0.8000000000000002,1.3597399555105182e-16,1.0,0.0,0.29598597685496014,0.15189140109943766,0.9240113447109849,0.6464536809353465,0.1107081729056607,0.06483429590072427,0.399695711735817,0.0029880915012648096,4.130776867124392,0.29799281977069286,3.6666666666666665,0.5773502691896258,0.0,0.0,0.0,0.0
prune_1pct_k16,3,0.9612914413753733,0.9485294117647058,0.9576699547156241,0.9519098831347721,0.2530612244897959,0.1316034096893337,0.039837189029311076,4.666666666666667,0.5773502691896258,4.666666666666667,0.5773502691896258,4.135419364138108,0.3009490948333865,0.11333333333333334,0.07571877794400365,0.8000000000000002,1.3597399555105182e-16,1.0,0.0,0.29598597685496014,0.15189140109943766,0.9240113447109849,0.6464536809353465,0.1107081729056607,0.06483429590072427,0.399695711735817,0.0029880915012648096,4.130776867124392,0.29799281977069286,3.6666666666666665,0.5773502691896258,0.0,0.0,0.0,0.0
prune_2pct_k16,3,0.9612914413753733,0.9485294117647058,0.9576699547156241,0.9519098831347721,0.2530612244897959,0.1316034096893337,0.039837189029311076,4.666666666666667,0.5773502691896258,4.666666666666667,0.5773502691896258,4.135419364138108,0.3009490948333865,0.11333333333333334,0.07571877794400365,0.8000000000000002,1.3597399555105182e-16,1.0,0.0,0.29598597685496014,0.15189140109943766,0.9240113447109849,0.6464536809353465,0.1107081729056607,0.06483429590072427,0.399695711735817,0.0029880915012648096,4.130776867124392,0.29799281977069286,3.6666666666666665,0.5773502691896258,0.0,0.0,0.0,0.0
