experiment,seed,run_dir,best_epoch,best_level1_mse,active_k,used_k_canonical,perplexity_canonical,minimum_code_count_canonical,minimum_code_fraction_canonical,shape_purity_canonical,affordance_purity_canonical,mean_assigned_squared_distance,p95_assigned_squared_distance,ema_occupancy_min,ema_occupancy_max,ema_occupancy_perplexity,growth_events,prune_events,merge_events
grow_only_k16,1,/home/kubra/DeepSym/save/dynamic_prune_level1_sweeps/grow_only_k16/seed_1,484,0.16506474711000918,5,5,4.281707594146603,3,0.06,0.8,1.0,0.22118286788463593,0.5664063930511475,0.06260469668600528,0.39689430444248697,4.285439863804411,4,0,0
grow_only_k16,2,/home/kubra/DeepSym/save/dynamic_prune_level1_sweeps/grow_only_k16/seed_2,494,0.08753676096598308,5,5,4.335259081991726,4,0.08,0.8,1.0,0.1960035115480423,0.5353709727525711,0.08508066377248509,0.4028407716255095,4.319639355809551,4,0,0
grow_only_k16,3,/home/kubra/DeepSym/save/dynamic_prune_level1_sweeps/grow_only_k16/seed_3,497,0.14220872099200885,4,4,3.7892914162759954,10,0.2,0.8,1.0,0.47077155113220215,1.6702566683292361,0.18443915825849178,0.3993520591394547,3.787251381759213,3,0,0
prune_1pct_k16,1,/home/kubra/DeepSym/save/dynamic_prune_level1_sweeps/prune_1pct_k16/seed_1,484,0.16506474711000918,5,5,4.281707594146603,3,0.06,0.8,1.0,0.22118286788463593,0.5664063930511475,0.06260469668600528,0.39689430444248697,4.285439863804411,4,0,0
prune_1pct_k16,2,/home/kubra/DeepSym/save/dynamic_prune_level1_sweeps/prune_1pct_k16/seed_2,494,0.08753676096598308,5,5,4.335259081991726,4,0.08,0.8,1.0,0.1960035115480423,0.5353709727525711,0.08508066377248509,0.4028407716255095,4.319639355809551,4,0,0
prune_1pct_k16,3,/home/kubra/DeepSym/save/dynamic_prune_level1_sweeps/prune_1pct_k16/seed_3,497,0.14220872099200885,4,4,3.7892914162759954,10,0.2,0.8,1.0,0.47077155113220215,1.6702566683292361,0.18443915825849178,0.3993520591394547,3.787251381759213,3,0,0
prune_2pct_k16,1,/home/kubra/DeepSym/save/dynamic_prune_level1_sweeps/prune_2pct_k16/seed_1,484,0.16506474711000918,5,5,4.281707594146603,3,0.06,0.8,1.0,0.22118286788463593,0.5664063930511475,0.06260469668600528,0.39689430444248697,4.285439863804411,4,0,0
prune_2pct_k16,2,/home/kubra/DeepSym/save/dynamic_prune_level1_sweeps/prune_2pct_k16/seed_2,494,0.08753676096598308,5,5,4.335259081991726,4,0.08,0.8,1.0,0.1960035115480423,0.5353709727525711,0.08508066377248509,0.4028407716255095,4.319639355809551,4,0,0
prune_2pct_k16,3,/home/kubra/DeepSym/save/dynamic_prune_level1_sweeps/prune_2pct_k16/seed_3,497,0.14220872099200885,4,4,3.7892914162759954,10,0.2,0.8,1.0,0.47077155113220215,1.6702566683292361,0.18443915825849178,0.3993520591394547,3.787251381759213,3,0,0
