active_k,run_count,checkpoint_mse_mean,checkpoint_mse_std,checkpoint_mse_min,checkpoint_mse_max
4,1,0.15958824753761292,0.0,0.15958824753761292,0.15958824753761292
5,2,0.1454608030617237,0.038367240308626524,0.11833106726408005,0.17259053885936737
