run,ok,elapsed_seconds,first_symbolic_action,first_physical_action,physical_plan,representative_branch_probability,representative_goal_reached,symbolic_action_count,physical_action_count,error
0,True,3.106494184001349,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
1,True,3.241230189014459,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
2,True,2.953142442012904,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
3,True,3.196970749995671,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
4,True,3.0802127080096398,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
5,True,2.9211999920080416,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
6,True,2.991807134996634,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
7,True,2.868925043003401,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
8,True,3.0165663240186404,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
9,True,2.932538797002053,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O3 on O1,0.8547682735378839,True,12,3,
10,True,2.9432059039827436,makebase O3,O5 on O3,O5 on O3 | O2 on O5 | O4 on O2,0.35386179851879995,True,12,3,
11,True,3.086698370985687,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
12,True,2.9145324470009655,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
13,True,2.9123781459929887,makebase O3,O5 on O3,O5 on O3 | O1 on O5 | O2 on O1,0.8547682735378839,True,12,3,
14,True,2.8441967309918255,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
15,True,2.968136315001175,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
16,True,2.843774523003958,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
17,True,2.94293955701869,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
18,True,3.1878503159969114,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
19,True,3.015744422998978,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
20,True,3.052158676990075,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O4 on O1,0.19935888039352404,True,12,3,
21,True,2.988433748978423,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
22,True,2.833382322016405,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
23,True,2.8679559500014875,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
24,True,3.100579046003986,makebase O2,O5 on O2,O5 on O2 | O3 on O5 | O1 on O3,0.8404227003702999,True,12,3,
25,True,2.981226215022616,makebase O3,O5 on O3,O5 on O3 | O1 on O5 | O4 on O1,0.19935888039352404,True,12,3,
26,True,2.9333895689924248,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
27,True,2.9178955550014507,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
28,True,3.0814302770013455,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
29,True,5.237674000993138,makebase O2,O3 on O2,O3 on O2 | O4 on O3 | O1 on O4,0.027994977731250002,True,12,3,
30,True,2.972134214011021,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O4 on O1,0.19935888039352404,True,12,3,
31,True,2.960931812005583,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
32,True,2.9179385690076742,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
33,True,2.763600940001197,makebase O3,O5 on O3,O5 on O3 | O1 on O5 | O4 on O1,0.19935888039352404,True,12,3,
34,True,3.1000850280106533,makebase O2,O5 on O2,O5 on O2 | O3 on O5 | O4 on O3,0.2127618307575,True,12,3,
35,True,2.939960585994413,makebase O3,O5 on O3,O5 on O3 | O1 on O5 | O2 on O1,0.8547682735378839,True,12,3,
36,True,3.100425557990093,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
37,True,2.9673271299980115,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
