run,ok,elapsed_seconds,first_symbolic_action,first_physical_action,physical_plan,representative_branch_probability,representative_goal_reached,symbolic_action_count,physical_action_count,error
0,True,3.024760789005086,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
30,True,3.3944897220062558,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
31,True,2.9993143459723797,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O3 on O1,0.8547682735378839,True,12,3,
32,True,2.9977788389951456,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
33,True,2.9230205999920145,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
34,True,2.93939934798982,makebase O3,O5 on O3,O5 on O3 | O1 on O5 | O2 on O1,0.8547682735378839,True,12,3,
35,True,2.961654295999324,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
36,True,2.755567065003561,makebase O3,O5 on O3,O5 on O3 | O1 on O5 | O4 on O1,0.19935888039352404,True,12,3,
37,True,2.9884516420133878,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
38,True,3.0648064540000632,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
39,True,3.0135880559973884,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
40,True,3.091494733002037,makebase O2,O5 on O2,O5 on O2 | O3 on O5 | O1 on O3,0.8404227003702999,True,12,3,
41,True,2.9421029039949644,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
42,True,2.912365513999248,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
43,True,2.9367037399788387,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O4 on O1,0.19935888039352404,True,12,3,
44,True,2.8882505199871957,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O3 on O1,0.8547682735378839,True,12,3,
45,True,2.952708765020361,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
46,True,2.91812666298938,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
47,True,2.9908070040110033,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
48,True,2.887199453980429,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
49,True,3.0825072409934364,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
50,True,3.0133687450143043,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
51,True,2.906025996984681,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
52,True,3.0074581659864634,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
53,True,3.0308682009926997,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
54,True,2.9539865120023023,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O3 on O1,0.8547682735378839,True,12,3,
55,True,3.0006365030130837,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
56,True,2.908659009000985,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
57,True,3.0531066370022018,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
58,True,2.909984385012649,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
59,True,2.923542794014793,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O3 on O1,0.8547682735378839,True,12,3,
60,True,2.9903872270078864,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
61,True,2.9407058549986687,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O3 on O1,0.8547682735378839,True,12,3,
62,True,3.000570738018723,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
63,True,2.992279366008006,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
64,True,2.804112020006869,makebase O2,O5 on O2,O5 on O2 | O1 on O5 | O3 on O1,0.8547682735378839,True,12,3,
65,True,2.655468760000076,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
66,True,2.7522075209999457,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
67,True,2.71800075401552,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
68,True,2.3768151410040446,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
69,True,2.162096815998666,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
70,True,2.277649071998894,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
71,True,2.2826650099887047,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
72,True,2.4211278180009685,makebase O3,O5 on O3,O5 on O3 | O2 on O5 | O4 on O2,0.35386179851879995,True,12,3,
73,True,2.303095162991667,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
74,True,2.285619372007204,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
75,True,2.2876733769953717,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
76,True,2.365667381003732,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
77,True,2.396488079975825,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
78,True,2.412039374001324,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
79,True,2.377475957997376,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
80,True,2.2748150569968857,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
81,True,2.387563388008857,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
82,True,2.330969841015758,makebase O3,O5 on O3,O5 on O3 | O1 on O5 | O2 on O1,0.8547682735378839,True,12,3,
83,True,2.500086126005044,makebase O2,O5 on O2,O5 on O2 | O3 on O5 | O1 on O3,0.8404227003702999,True,12,3,
84,True,2.131460902019171,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
85,True,2.271488696016604,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O4 on O5,0.36420834502138605,True,12,3,
86,True,2.2150958180136513,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
87,True,2.3149409820034634,makebase O3,O5 on O3,O5 on O3 | O1 on O5 | O2 on O1,0.8547682735378839,True,12,3,
88,True,2.4104320960177574,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
89,True,2.310739653010387,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
90,True,2.3752347760018893,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
91,True,2.291555297008017,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
92,True,2.3526882370060775,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O4 on O5,0.36420834502138605,True,12,3,
93,True,2.359595176996663,makebase O2,O5 on O2,O5 on O2 | O3 on O5 | O4 on O3,0.2127618307575,True,12,3,
94,True,2.427607295976486,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
95,True,2.3121567530033644,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
96,True,2.4940473770257086,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
97,True,2.3917741649784148,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
98,True,2.431798472010996,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
99,True,2.392520683002658,makebase O2,O3 on O2,O3 on O2 | O5 on O3 | O1 on O5,0.8649957754736535,True,12,3,
