model,seed,level,epoch,train_total,train_effect,train_vq,eval_total,eval_effect,eval_vq,active_codes,ema_used_codes,occupancy_min,occupancy_max,occupancy_perplexity,step_counter,last_check_step,last_maintenance_step,last_structure_step,surprise_streak,growth_count,prune_count,merge_count,distance_mean,distance_p90,distance_p95,distance_max,surprise_support
dynamic_prune,2,1,27,3.554226048787435,3.360585362116496,0.19364072183767955,3.314735247294108,3.314735247294108,0.0,1.0,1.0,1.0,1.0,1.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,2,1,28,3.4454527854919434,3.2819335333506268,0.16351919333140055,3.2381097253163658,3.2381097253163658,0.0,1.0,1.0,1.0,1.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,2,1,29,3.348432518641154,3.207110611597697,0.14132192234198251,3.165186634063721,3.165186634063721,0.0,1.0,1.0,1.0,1.0,1.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,2,1,30,3.2624639670054116,3.135878801345825,0.1265851546327273,3.0955835247039794,3.0955835247039794,0.0,1.0,1.0,1.0,1.0,1.0,300.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,31,3.1824707921346027,3.066462017695109,0.1160087905327479,3.028905089696248,3.028905089696248,0.0,1.0,1.0,1.0,1.0,1.0,310.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,32,3.1144329134623208,3.0014856020609537,0.1129472827911377,2.964468987782796,2.964468987782796,0.0,1.0,1.0,1.0,1.0,1.0,320.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,33,3.041053940455119,2.9390458265940347,0.10200813154379527,2.9043592898050945,2.9043592898050945,0.0,1.0,1.0,1.0,1.0,1.0,330.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,34,2.9659820810953774,2.8796833101908366,0.08629879385232925,2.8465460109710694,2.8465460109710694,0.0,1.0,1.0,1.0,1.0,1.0,340.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,35,2.892780637741089,2.8228618971506756,0.06991873269279798,2.7913253752390546,2.7913253752390546,0.0,1.0,1.0,1.0,1.0,1.0,350.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,36,2.828209622701009,2.7686339060465497,0.05957573294639587,2.739179515838623,2.739179515838623,0.0,1.0,1.0,1.0,1.0,1.0,360.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,37,2.777617645263672,2.7179127724965415,0.05970488275090853,2.6880271593729654,2.6880271593729654,0.0,1.0,1.0,1.0,1.0,1.0,370.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,38,2.72790846824646,2.668252077102661,0.05965635120868683,2.6398855749766033,2.6398855749766033,0.0,1.0,1.0,1.0,1.0,1.0,380.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,39,2.682565371195475,2.62037974357605,0.06218562146027883,2.594406290054321,2.594406290054321,0.0,1.0,1.0,1.0,1.0,1.0,390.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7363693714141846,1.3429287672042847,4.769708633422852,16.359909057617188,11.0
dynamic_prune,2,1,40,2.6297106742858887,2.5702394231160484,0.05947126391033331,2.312147086461385,2.312147086461385,0.0,2.0,2.0,0.048446595668792725,0.9515534043312073,1.2139939069747925,400.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,41,2.332040516535441,2.294867550532023,0.037172971367836,2.2388061650594078,2.2388061650594078,0.0,2.0,2.0,0.059991780668497086,0.9400082230567932,1.2547607421875,410.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,42,2.2907593472798666,2.2278826300303143,0.06287667314211527,2.2711490790049234,2.2711490790049234,0.0,2.0,2.0,0.07087625563144684,0.9291237592697144,1.2916231155395508,420.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,43,2.2604778544108073,2.154960060119629,0.10551782220602035,2.1873176177342732,2.1873176177342732,0.0,2.0,2.0,0.08111967891454697,0.91888028383255,1.3251100778579712,430.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,44,2.1859028434753416,2.07545791943868,0.11044492165247599,2.012956020037333,2.012956020037333,0.0,2.0,2.0,0.09034973382949829,0.9096502661705017,1.3543832302093506,440.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,45,2.062198635737101,1.9947883208592734,0.06741033206383387,1.9742354027430216,1.9742354027430216,0.0,2.0,2.0,0.09874147921800613,0.9012585282325745,1.3803110122680664,450.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,46,1.9649373118082682,1.919951507250468,0.044985814094543455,1.9715568780899049,1.9715568780899049,0.0,2.0,2.0,0.10652525722980499,0.8934747576713562,1.4038076400756836,460.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,47,1.9280634371439616,1.8735933939615885,0.054470037321249644,1.9326605892181397,1.9326605892181397,0.0,2.0,2.0,0.11335455626249313,0.8866454362869263,1.424003005027771,470.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,48,1.8993910789489745,1.8455977567036947,0.05379331568876902,1.8018543847401938,1.8018543847401938,0.0,2.0,2.0,0.11820492893457413,0.8817950487136841,1.438114881515503,480.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,49,1.816503602663676,1.7750891701380411,0.041414420704046884,1.7060096009572348,1.7060096009572348,0.0,2.0,2.0,0.12304193526506424,0.8769580721855164,1.452000617980957,490.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,50,1.7588304917017619,1.7146730963389079,0.04415739978353182,1.6917037852605183,1.6917037852605183,0.0,2.0,2.0,0.1286676973104477,0.8713323473930359,1.4679195880889893,500.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,51,1.754525554974874,1.6959637673695882,0.05856179396311442,1.7335390472412109,1.7335390472412109,0.0,2.0,2.0,0.13373063504695892,0.8662693500518799,1.4820369482040405,510.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,52,1.7288327137629191,1.6595706669489543,0.06926204075415929,1.6111372550328573,1.6111372550328573,0.0,2.0,2.0,0.13841846585273743,0.8615815043449402,1.49493408203125,520.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,53,1.6499935372670491,1.584747756322225,0.06524578005075454,1.5358280777931212,1.5358280777931212,0.0,2.0,2.0,0.14301155507564545,0.8569884896278381,1.5074098110198975,530.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,54,1.5748954137166342,1.5268719704945881,0.04802344446380933,1.5110462458928426,1.5110462458928426,0.0,2.0,2.0,0.1469237208366394,0.8530762791633606,1.5179117918014526,540.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,55,1.5250384044647216,1.482107071876526,0.04293133368094762,1.4692627024650573,1.4692627024650573,0.0,2.0,2.0,0.15086786448955536,0.8491321206092834,1.5283849239349365,550.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,56,1.4841035302480061,1.4356914726893106,0.04841207191348076,1.4246833189328512,1.4246833189328512,0.0,2.0,2.0,0.15430834889411926,0.8456916809082031,1.5374267101287842,560.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,57,1.469342017173767,1.417202157974243,0.05213985880215963,1.3674171217282614,1.3674171217282614,0.0,2.0,2.0,0.15716536343097687,0.8428345918655396,1.544869303703308,570.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,58,1.407332215309143,1.3575099611282349,0.0498222412665685,1.3248942009607951,1.3248942009607951,0.0,2.0,2.0,0.1601107269525528,0.8398892879486084,1.55247962474823,580.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,59,1.4124438285827636,1.3534423081080118,0.0590015172958374,1.3022496676445008,1.3022496676445008,0.0,2.0,2.0,0.16240501403808594,0.8375949859619141,1.5583640336990356,590.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,60,1.3829508288701375,1.311996750831604,0.07095408568779628,1.2623381694157918,1.2623381694157918,0.0,2.0,2.0,0.16433310508728027,0.8356668949127197,1.563279390335083,600.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,61,1.3454053751627604,1.272680934270223,0.07272443662087123,1.242328770160675,1.242328770160675,0.0,2.0,2.0,0.16635091602802277,0.8336490988731384,1.5683947801589966,610.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,62,1.299585502942403,1.2314862092336019,0.06809929351011912,1.2300924507776896,1.2300924507776896,0.0,2.0,2.0,0.16850171983242035,0.8314982652664185,1.5738149881362915,620.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,63,1.2691452932357787,1.2036485481262207,0.06549674878517786,1.1838991085688273,1.1838991085688273,0.0,2.0,2.0,0.17067231237888336,0.8293277025222778,1.5792509317398071,630.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,64,1.2175644493103028,1.1532011953989665,0.06436324725548426,1.1527945470809937,1.1527945470809937,0.0,2.0,2.0,0.1727410852909088,0.8272589445114136,1.5844002962112427,640.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,65,1.2014902178446452,1.1322468010584514,0.06924340983231862,1.1243600821495057,1.1243600821495057,0.0,2.0,2.0,0.1747111678123474,0.8252888321876526,1.589275598526001,650.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,66,1.208872078259786,1.1359805790583293,0.07289149850606919,1.1039918915430704,1.1039918915430704,0.0,2.0,2.0,0.1762339472770691,0.8237661123275757,1.5930246114730835,660.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,67,1.1740404097239177,1.0960666235287984,0.0779737854997317,1.0802657540639242,1.0802657540639242,0.0,2.0,2.0,0.17792584002017975,0.8220741748809814,1.5971705913543701,670.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,68,1.1568907610575359,1.078236689567566,0.07865404188632966,1.063166807492574,1.063166807492574,0.0,2.0,2.0,0.17938193678855896,0.8206180334091187,1.6007224321365356,680.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,69,1.1512420558929444,1.0728993272781373,0.07834275732437769,1.047520286242167,1.047520286242167,0.0,2.0,2.0,0.18050655722618103,0.8194934725761414,1.6034551858901978,690.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,0.37626156210899353,1.094778060913086,1.8204865455627441,3.2803752422332764,12.0
dynamic_prune,2,1,70,1.1351518122355144,1.0579511976242066,0.07720060726006826,1.0325485682487487,1.0325485682487487,0.0,2.0,2.0,0.1816415935754776,0.8183584213256836,1.6062039136886597,700.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,71,1.1320634269714356,1.0493513774871825,0.08271205435196559,1.018701552549998,1.018701552549998,0.0,2.0,2.0,0.18255865573883057,0.8174412846565247,1.608418345451355,710.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,72,1.116586438814799,1.029648036956787,0.08693839828173319,1.00542049964269,1.00542049964269,0.0,2.0,2.0,0.18378187716007233,0.8162181377410889,1.6113622188568115,720.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,73,1.115100515683492,1.0234422302246093,0.09165827810764313,0.9926795832316081,0.9926795832316081,0.0,2.0,2.0,0.18458834290504456,0.8154116272926331,1.613297462463379,730.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,74,1.0850056743621825,0.9990445939699809,0.08596108595530193,0.9807086110115051,0.9807086110115051,0.0,2.0,2.0,0.18552809953689575,0.8144719004631042,1.6155465841293335,740.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,75,1.0550383965174357,0.9643948745727539,0.09064352949460347,0.9694775390625,0.9694775390625,0.0,2.0,2.0,0.18632638454437256,0.8136735558509827,1.6174522638320923,750.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,76,1.0677212222417196,0.9767038122812907,0.0910174028078715,0.9590212178230285,0.9590212178230285,0.0,2.0,2.0,0.1870184987783432,0.8129815459251404,1.6191004514694214,760.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,77,1.0561864026387533,0.9609624179204305,0.0952239911754926,0.9493295605977377,0.9493295605977377,0.0,2.0,2.0,0.1877259910106659,0.8122740387916565,1.6207821369171143,770.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,78,1.0654783042271931,0.9639124989509582,0.1015658191839854,0.9468016091982524,0.9468016091982524,0.0,2.0,2.0,0.188156396150589,0.8118435740470886,1.6218032836914062,780.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,79,1.0516858847935995,0.9494154357910156,0.10227043201526007,0.9443001230557759,0.9443001230557759,0.0,2.0,2.0,0.18851613998413086,0.8114838600158691,1.6226558685302734,790.0,700.0,0.0,400.0,1.0,1.0,0.0,0.0,0.5497065782546997,1.379591703414917,1.966729998588562,6.3089599609375,14.0
dynamic_prune,2,1,80,1.0757417917251586,0.9643586333592733,0.11138315478960673,1.174083285331726,1.174083285331726,0.0,3.0,3.0,0.07350505143404007,0.751491129398346,2.0372443199157715,800.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,81,1.1568576828638713,1.0871220477422079,0.06973565310239792,1.054460080464681,1.054460080464681,0.0,3.0,3.0,0.08187153190374374,0.742009699344635,2.0795462131500244,810.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,82,1.0961813910802205,1.022501459121704,0.07367991328239441,0.9745287275314332,0.9745287275314332,0.0,3.0,3.0,0.08870100229978561,0.7338619232177734,2.1144025325775146,820.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,83,1.032715589205424,0.9536157290140788,0.07909986386696498,0.9199132045110067,0.9199132045110067,0.0,3.0,3.0,0.09171969443559647,0.7293065190315247,2.132427453994751,830.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,84,0.9968303497632345,0.9026445730527242,0.09418576210737228,0.8785188929239909,0.8785188929239909,0.0,3.0,3.0,0.09520923346281052,0.7240874171257019,2.152937650680542,840.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,85,0.9658640893300374,0.8697947359085083,0.09606935262680054,0.906498703956604,0.906498703956604,0.0,3.0,3.0,0.0993460938334465,0.7183116674423218,2.1757688522338867,850.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,86,0.9555906677246093,0.8604134368896484,0.09517722735802332,0.9082589944203695,0.9082589944203695,0.0,3.0,3.0,0.10440672934055328,0.7121084928512573,2.2007601261138916,860.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,87,0.9608686057726542,0.8751544459660848,0.08571415185928345,0.8540467007954915,0.8540467007954915,0.0,3.0,3.0,0.11038262397050858,0.7049704194068909,2.2292041778564453,870.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,88,0.8757720192273458,0.8064852992693583,0.06928672552108765,0.7906542710463206,0.7906542710463206,0.0,3.0,3.0,0.11836123466491699,0.6957461833953857,2.2654218673706055,880.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,89,0.8555746626853943,0.7940928522745768,0.061481813242038094,0.7710893587271372,0.7710893587271372,0.0,3.0,3.0,0.1266079843044281,0.6863425970077515,2.301466703414917,890.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
dynamic_prune,2,1,90,0.8874670259157816,0.8285878078142802,0.058879222671190896,0.7671769245465596,0.7671769245465596,0.0,3.0,3.0,0.13407312333583832,0.6785293817520142,2.3311376571655273,900.0,800.0,0.0,800.0,0.0,2.0,0.0,0.0,0.8291054964065552,1.6899234056472778,4.1125993728637695,6.466232776641846,19.0
