canonical_index,family_index,family,size,object_code,assigned_squared_distance,latent_0,latent_1
0,0,Sphere,1,0,0.34080421924591064,0.3983260989189148,1.183716058731079
1,0,Sphere,2,0,0.2605167329311371,0.25788649916648865,1.100762963294983
2,0,Sphere,3,0,0.3175067901611328,0.4254620373249054,1.335616111755371
3,0,Sphere,4,0,0.09440779685974121,0.11775846034288406,1.250701665878296
4,0,Sphere,5,0,0.031085731461644173,-0.07150199264287949,1.5995633602142334
5,0,Sphere,6,0,0.0659867450594902,-0.3485253155231476,1.298816204071045
6,0,Sphere,7,0,0.2512698173522949,-0.6249281167984009,1.509519100189209
7,0,Sphere,8,0,0.47277042269706726,-0.7558199763298035,1.7168391942977905
8,0,Sphere,9,0,0.9775987267494202,-0.9040399193763733,2.0476648807525635
9,0,Sphere,10,0,1.7867960929870605,-1.1170531511306763,2.333951473236084
10,1,Cube,1,2,0.7227039337158203,2.7682275772094727,3.1447553634643555
11,1,Cube,2,2,0.6354360580444336,2.584567070007324,2.6230084896087646
12,1,Cube,3,2,0.2932615280151367,2.406924247741699,2.825284242630005
13,1,Cube,4,2,0.2818346321582794,2.4279470443725586,2.9058163166046143
14,1,Cube,5,2,0.32443809509277344,2.471661329269409,2.917353391647339
15,1,Cube,6,2,0.6330308318138123,2.71740460395813,3.063889980316162
16,1,Cube,7,2,0.18786907196044922,2.32039737701416,2.895683765411377
17,1,Cube,8,2,0.22292804718017578,2.263709545135498,3.391479730606079
18,1,Cube,9,2,0.543306291103363,2.137341022491455,3.770754814147949
19,1,Cube,10,2,0.51068115234375,1.7835674285888672,3.767015218734741
20,2,V. cylinder,1,2,0.2231750637292862,1.8132292032241821,2.6061127185821533
21,2,V. cylinder,2,2,0.00041961669921875,1.906074047088623,3.0527162551879883
22,2,V. cylinder,3,2,0.038652896881103516,1.727247714996338,3.0943827629089355
23,2,V. cylinder,4,2,0.2973785698413849,2.1592061519622803,3.556811571121216
24,2,V. cylinder,5,2,0.2639937102794647,1.4081937074661255,3.0507848262786865
25,2,V. cylinder,6,2,0.1555490493774414,1.5916242599487305,3.2816426753997803
26,2,V. cylinder,7,2,0.36787793040275574,1.5131683349609375,3.5141263008117676
27,2,V. cylinder,8,2,1.2377558946609497,1.3012956380844116,3.9893393516540527
28,2,V. cylinder,9,2,0.41167259216308594,1.4394882917404175,3.4890575408935547
29,2,V. cylinder,10,2,0.6514530181884766,1.3500239849090576,3.635584831237793
30,3,H. cylinder,1,3,0.06297937780618668,0.2555373013019562,-0.5246153473854065
31,3,H. cylinder,2,3,0.1583666205406189,0.0561378076672554,-0.89813631772995
32,3,H. cylinder,3,3,0.0024078187998384237,0.03879696875810623,-0.5394432544708252
33,3,H. cylinder,4,4,0.020132752135396004,-0.14041352272033691,0.2847099304199219
34,3,H. cylinder,5,3,0.24318495392799377,0.3090536296367645,-0.11480040103197098
35,3,H. cylinder,6,4,0.09322861582040787,0.14017075300216675,-0.02833333984017372
36,3,H. cylinder,7,4,0.08638942986726761,-0.03649570792913437,-0.1384429633617401
37,3,H. cylinder,8,4,0.12602683901786804,-0.46496841311454773,0.16537193953990936
38,3,H. cylinder,9,4,0.13766980171203613,-0.46874144673347473,0.04942507669329643
39,3,H. cylinder,10,4,0.27860817313194275,0.38154590129852295,0.33707234263420105
40,4,Cup,1,1,0.00171661376953125,-1.543238639831543,-2.2315104007720947
41,4,Cup,2,1,0.026783466339111328,-1.4336999654769897,-2.2874867916107178
42,4,Cup,3,1,0.0049715046770870686,-1.5230824947357178,-2.257875680923462
43,4,Cup,4,1,0.2730860710144043,-1.9163033962249756,-2.624189615249634
44,4,Cup,5,1,0.1475849151611328,-1.9425021409988403,-2.3578760623931885
45,4,Cup,6,1,0.00035810473491437733,-1.5736618041992188,-2.2375755310058594
46,4,Cup,7,1,0.020207880064845085,-1.6851612329483032,-2.3206326961517334
47,4,Cup,8,1,0.03573179244995117,-1.7056779861450195,-2.0772104263305664
48,4,Cup,9,1,0.0507664680480957,-1.79384183883667,-2.3018815517425537
49,4,Cup,10,1,0.1298694610595703,-1.9325776100158691,-2.3105170726776123
