run,ok,elapsed_seconds,first_symbolic_action,first_physical_action,physical_plan,representative_branch_probability,representative_goal_reached,symbolic_action_count,physical_action_count,error
0,True,4.279506686987588,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
55,True,3.9585791979916394,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
56,True,3.7933972800092306,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
57,True,3.609856672002934,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
58,True,3.8374726439942606,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
59,True,3.786568935000105,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O1 on O2,0.21639356322861958,True,12,3,
60,True,3.944173149007838,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
61,True,3.997586579993367,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
62,True,3.840482561994577,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
63,True,3.9433247960114386,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
64,True,4.00895129298442,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
65,True,3.920036126015475,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
66,True,3.787392358004581,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
67,True,3.6471011740213726,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
68,True,3.841157611022936,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
69,True,3.71262755402131,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
70,True,3.8283150229835883,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
71,True,4.239947041001869,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
72,True,3.7846580279874615,makebase O4,O5 on O4,O5 on O4 | O3 on O5 | O2 on O3,0.9237487407683473,True,12,3,
73,True,3.7941999030008446,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
74,True,3.693542545021046,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
75,True,3.902680066996254,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
76,True,3.9644329360162374,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
77,True,3.768507180007873,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
78,True,3.713267488987185,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
79,True,3.856554101977963,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O1 on O3,0.21639356322861958,True,12,3,
80,True,3.9414605740166735,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
81,True,3.929762566986028,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
82,True,3.7419259650050662,makebase O4,O5 on O4,O5 on O4 | O3 on O5 | O2 on O3,0.9237487407683473,True,12,3,
83,True,3.9262302319984883,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
84,True,3.8018482699990273,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
85,True,4.0204653599939775,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
86,True,3.9210352429945488,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O1 on O2,0.21639356322861958,True,12,3,
87,True,3.765252437995514,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
88,True,3.8015818239946384,makebase O4,O5 on O4,O5 on O4 | O3 on O5 | O2 on O3,0.9237487407683473,True,12,3,
89,True,3.8555872190045193,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
90,True,3.642667477019131,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
91,True,4.058406790019944,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
92,True,3.937887926993426,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
93,True,3.950253168004565,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
94,True,3.8344489490264095,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
95,True,3.783453593001468,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
96,True,3.939152729988564,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
97,True,3.813038485997822,makebase O4,O2 on O4,O2 on O4 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
98,True,3.852661621000152,makebase O4,O3 on O4,O3 on O4 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
99,True,3.999240295001073,makebase O4,O2 on O4,O2 on O4 | O5 on O2 | O3 on O5,0.9237487407683473,True,12,3,
