model,seed,level,epoch,train_total,train_effect,train_vq,eval_total,eval_effect,eval_vq,active_codes,ema_used_codes,occupancy_min,occupancy_max,occupancy_perplexity,step_counter,last_check_step,last_maintenance_step,last_structure_step,surprise_streak,growth_count,prune_count,merge_count,distance_mean,distance_p90,distance_p95,distance_max,surprise_support
dynamic_prune,1,1,1,5.177917404174805,5.169530340830485,0.008387022465467454,5.072393115361532,5.072393115361532,0.0,1.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,2,5.0172457631429035,5.00179786046346,0.01544789416094621,4.90769234975179,4.90769234975179,0.0,1.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,3,4.874215869903565,4.84160436630249,0.0326115753253301,4.753238433202108,4.753238433202108,0.0,1.0,1.0,1.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,4,4.744366722106934,4.690323778788248,0.05404287735621134,4.6082835801442465,4.6082835801442465,0.0,1.0,1.0,1.0,1.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,5,4.6262820498148605,4.551552375157674,0.07472968339920044,4.476636327107747,4.476636327107747,0.0,1.0,1.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,6,4.524187672932943,4.424477780659993,0.09970990717411041,4.354734773635864,4.354734773635864,0.0,1.0,1.0,1.0,1.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,7,4.437851912180583,4.305876000722249,0.13197587966918944,4.242042598724365,4.242042598724365,0.0,1.0,1.0,1.0,1.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,8,4.378018226623535,4.197799441019694,0.18021880189577738,4.1367902787526445,4.1367902787526445,0.0,1.0,1.0,1.0,1.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,9,4.329805609385173,4.094022617340088,0.23578303972880046,4.035762214660645,4.035762214660645,0.0,1.0,1.0,1.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,10,4.296995557149251,3.993438653945923,0.3035569167137146,3.937186896006266,3.937186896006266,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,11,4.279891033172607,3.8966821098327635,0.383208890358607,3.8424295870463054,3.8424295870463054,0.0,1.0,1.0,1.0,1.0,1.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,12,4.269950904846191,3.8042709159851076,0.4656800448894501,3.7525341272354127,3.7525341272354127,0.0,1.0,1.0,1.0,1.0,1.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,13,4.281767412821452,3.717314157485962,0.5644532124201457,3.6680028438568115,3.6680028438568115,0.0,1.0,1.0,1.0,1.0,1.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,14,4.31545654296875,3.6343980503082274,0.6810584926605224,3.588683837254842,3.588683837254842,0.0,1.0,1.0,1.0,1.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,15,4.358995310465494,3.5569672616322836,0.8020280106862386,3.512107286453247,3.512107286453247,0.0,1.0,1.0,1.0,1.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,16,4.3652855618794755,3.480708309809367,0.8845772465070089,3.439296876589457,3.439296876589457,0.0,1.0,1.0,1.0,1.0,1.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,17,4.34278377532959,3.4094324652353922,0.933351358572642,3.3682107480367023,3.3682107480367023,0.0,1.0,1.0,1.0,1.0,1.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,18,4.311538143157959,3.3396772480010988,0.9718608872095744,3.30134570757548,3.30134570757548,0.0,1.0,1.0,1.0,1.0,1.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,19,4.276161994934082,3.2741931374867757,1.001968749364217,3.237744499842326,3.237744499842326,0.0,1.0,1.0,1.0,1.0,1.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,20,4.2598407872517905,3.2118067359924316,1.0480340480804444,3.1765592098236084,3.1765592098236084,0.0,1.0,1.0,1.0,1.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,21,4.262341696421306,3.152272968292236,1.11006871064504,3.1181279182434083,3.1181279182434083,0.0,1.0,1.0,1.0,1.0,1.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,22,4.30751246770223,3.0945962142944334,1.212916210492452,3.0621164067586264,3.0621164067586264,0.0,1.0,1.0,1.0,1.0,1.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,23,4.3618895594278975,3.0394026756286623,1.3224868154525757,3.0085439745585125,3.0085439745585125,0.0,1.0,1.0,1.0,1.0,1.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,24,4.328217264811198,2.9864055506388345,1.3418117300669352,2.9574927997589113,2.9574927997589113,0.0,1.0,1.0,1.0,1.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,25,4.225527296066284,2.9363538519541423,1.2891733423868814,2.9069936498006186,2.9069936498006186,0.0,1.0,1.0,1.0,1.0,1.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,26,4.101503995259603,2.8863691171010335,1.2151348686218262,2.8585435326894126,2.8585435326894126,0.0,1.0,1.0,1.0,1.0,1.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,27,3.9931810760498045,2.8387587960561116,1.154422221183777,2.8114968172709145,2.8114968172709145,0.0,1.0,1.0,1.0,1.0,1.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,28,3.94165452003479,2.792413380940755,1.1492411518096923,2.766329298019409,2.766329298019409,0.0,1.0,1.0,1.0,1.0,1.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,29,3.9402157656351724,2.7485298697153726,1.1916859292984008,2.72283714612325,2.72283714612325,0.0,1.0,1.0,1.0,1.0,1.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
dynamic_prune,1,1,30,3.915582154591878,2.7053652064005536,1.210217007001241,2.68198161760966,2.68198161760966,0.0,1.0,1.0,1.0,1.0,1.0,300.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,31,3.8471173731486004,2.665148557027181,1.1819688415527343,2.6421062692006427,2.6421062692006427,0.0,1.0,1.0,1.0,1.0,1.0,310.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,32,3.8169867769877115,2.6261274369557697,1.1908593320846557,2.604096409479777,2.604096409479777,0.0,1.0,1.0,1.0,1.0,1.0,320.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,33,3.811175133387248,2.5885351212819416,1.2226400248209635,2.567428086598714,2.567428086598714,0.0,1.0,1.0,1.0,1.0,1.0,330.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,34,3.7848396174112957,2.5520187505086263,1.23282088915507,2.5321251074473063,2.5321251074473063,0.0,1.0,1.0,1.0,1.0,1.0,340.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,35,3.7776156648000083,2.51708859761556,1.2605270417531331,2.4973774337768555,2.4973774337768555,0.0,1.0,1.0,1.0,1.0,1.0,350.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,36,3.7908546193440755,2.4831191062927247,1.307735538482666,2.463935572306315,2.463935572306315,0.0,1.0,1.0,1.0,1.0,1.0,360.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,37,3.7358364200592042,2.45013710975647,1.2856993357340494,2.431319080988566,2.431319080988566,0.0,1.0,1.0,1.0,1.0,1.0,370.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,38,3.6801937294006346,2.4180354277292886,1.2621583318710328,2.4007799498240154,2.4007799498240154,0.0,1.0,1.0,1.0,1.0,1.0,380.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,39,3.6254260762532553,2.3879615370432536,1.2374645392100017,2.3710937150319418,2.3710937150319418,0.0,1.0,1.0,1.0,1.0,1.0,390.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,10.063526153564453,27.544342041015625,40.73996353149414,62.88128662109375,70.0
dynamic_prune,1,1,40,3.6479598108927407,2.3955025259653726,1.252457284927368,3.33411865234375,3.33411865234375,0.0,2.0,2.0,0.22948524355888367,0.7705147862434387,1.7136980295181274,400.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,10.020834922790527,29.285152435302734,33.566436767578125,58.969478607177734,70.0
dynamic_prune,1,1,41,4.249346148173014,3.4091847546895346,0.8401613823572794,2.9318813451131187,2.9318813451131187,0.0,2.0,2.0,0.25421595573425293,0.7457840442657471,1.7628284692764282,410.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,10.020834922790527,29.285152435302734,33.566436767578125,58.969478607177734,70.0
dynamic_prune,1,1,42,4.07179105758667,3.592147887547811,0.4796431855360667,2.59676957766215,2.59676957766215,0.0,2.0,2.0,0.28447049856185913,0.7155294418334961,1.816889762878418,420.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,10.020834922790527,29.285152435302734,33.566436767578125,58.969478607177734,70.0
dynamic_prune,1,1,43,3.256781129837036,3.046087277730306,0.21069386184215547,3.271576255162557,3.271576255162557,0.0,2.0,2.0,0.29656198620796204,0.7034379839897156,1.8366129398345947,430.0,400.0,0.0,400.0,0.0,1.0,0.0,0.0,10.020834922790527,29.285152435302734,33.566436767578125,58.969478607177734,70.0
