run,ok,elapsed_seconds,first_symbolic_action,first_physical_action,physical_plan,representative_branch_probability,representative_goal_reached,symbolic_action_count,physical_action_count,error
0,True,3.533854704000987,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
1,True,3.399408299010247,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
2,True,4.026520523999352,makebase O3,O2 on O3,O2 on O3 | O5 on O2 | O1 on O5,0.8649957754736535,True,12,3,
3,True,3.82194116798928,makebase O5,O1 on O5,O1 on O5 | O3 on O1 | O4 on O3,0.20023448399159757,True,12,3,
4,True,3.396287684008712,makebase O1,O2 on O1,O2 on O1 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
5,True,3.23478339301073,makebase O1,O2 on O1,O2 on O1 | O3 on O2 | O4 on O3,0.21639356322861958,True,12,3,
6,True,3.135403956985101,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
7,True,3.361350941006094,makebase O1,O2 on O1,O2 on O1 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
8,True,3.3492119330039714,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O4 on O2,0.359902033176464,True,12,3,
9,True,3.3500688069907483,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
10,True,3.3814566129876766,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
11,True,3.940010456019081,makebase O5,O1 on O5,O1 on O5 | O3 on O1 | O2 on O3,0.8547682735378839,True,12,3,
12,True,3.387646413000766,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
13,True,3.531590291997418,makebase O1,O2 on O1,O2 on O1 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
14,True,3.5060197100101504,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
15,True,3.6371259370062035,makebase O1,O2 on O1,O2 on O1 | O3 on O2 | O5 on O3,0.9237487407683473,True,12,3,
16,True,3.3138815319980495,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
17,True,3.5123348759952933,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
18,True,3.5752492070023436,makebase O1,O3 on O1,O3 on O1 | O2 on O3 | O5 on O2,0.9237487407683473,True,12,3,
