canonical_index,family_index,family,size,object_code,assigned_squared_distance,latent_0,latent_1
0,0,Sphere,1,0,0.16384591162204742,1.3768845796585083,-1.0586068630218506
1,0,Sphere,2,0,0.04763591289520264,1.6722021102905273,-0.8766059875488281
2,0,Sphere,3,0,0.02646482177078724,1.687807321548462,-0.7845609188079834
3,0,Sphere,4,0,0.007812261115759611,1.4730600118637085,-0.7323889136314392
4,0,Sphere,5,0,0.15453575551509857,1.9445700645446777,-0.6631433963775635
5,0,Sphere,6,0,0.11757802218198776,1.893617868423462,-0.7305071353912354
6,0,Sphere,7,0,0.12676465511322021,1.6500053405761719,-1.0364680290222168
7,0,Sphere,8,0,0.2826361358165741,1.7803220748901367,-0.21356268227100372
8,0,Sphere,9,0,0.9172511100769043,1.735351800918579,0.24615751206874847
9,0,Sphere,10,2,1.287467122077942,1.8199589252471924,0.4151949882507324
10,1,Cube,1,2,0.2284250110387802,0.8498743772506714,1.5551172494888306
11,1,Cube,2,2,0.5489398241043091,0.6727930307388306,1.805708646774292
12,1,Cube,3,2,0.20242094993591309,1.0215861797332764,1.7737977504730225
13,1,Cube,4,2,0.32227635383605957,0.9364676475524902,1.8559446334838867
14,1,Cube,5,2,0.10701323300600052,1.0561680793762207,1.634464979171753
15,1,Cube,6,2,0.09177875518798828,1.347282886505127,1.1285209655761719
16,1,Cube,7,2,0.04741621017456055,1.5287011861801147,1.4284809827804565
17,1,Cube,8,2,0.3115200996398926,1.8681225776672363,1.4621303081512451
18,1,Cube,9,2,0.36705541610717773,1.8909372091293335,1.604414939880371
19,1,Cube,10,2,0.833555281162262,2.2034242153167725,1.621755599975586
20,2,V. cylinder,1,2,0.04032421484589577,1.1116102933883667,1.45353102684021
21,2,V. cylinder,2,2,0.04363512620329857,1.111558198928833,1.4915564060211182
22,2,V. cylinder,3,2,0.3854062855243683,0.923405110836029,1.9142738580703735
23,2,V. cylinder,4,2,0.45685747265815735,1.1547698974609375,2.086905002593994
24,2,V. cylinder,5,2,0.041693445295095444,1.1123621463775635,1.4767851829528809
25,2,V. cylinder,6,2,0.398436039686203,1.1157314777374268,2.0295557975769043
26,2,V. cylinder,7,2,0.12806130945682526,1.211524486541748,1.7730517387390137
27,2,V. cylinder,8,2,0.24272727966308594,1.1750458478927612,1.9028425216674805
28,2,V. cylinder,9,2,0.49615004658699036,0.8776372671127319,1.9846129417419434
29,2,V. cylinder,10,2,0.11443710327148438,1.0999062061309814,1.6936652660369873
30,3,H. cylinder,1,3,0.12085962295532227,-0.8129127025604248,-2.1447062492370605
31,3,H. cylinder,2,3,0.509916365146637,-1.1766773462295532,-2.284308433532715
32,3,H. cylinder,3,3,0.10525275021791458,-0.7413224577903748,-2.367950201034546
33,3,H. cylinder,4,4,0.17585968971252441,0.18087024986743927,-1.9621814489364624
34,3,H. cylinder,5,3,0.3133986294269562,-0.11255914717912674,-1.760270595550537
35,3,H. cylinder,6,4,0.15948200225830078,0.1671740710735321,-2.3882200717926025
36,3,H. cylinder,7,4,0.11258362978696823,0.25649604201316833,-2.410346269607544
37,3,H. cylinder,8,4,0.07085227221250534,0.778447687625885,-2.2781360149383545
38,3,H. cylinder,9,4,0.16721297800540924,0.9158691763877869,-2.094513177871704
39,3,H. cylinder,10,4,0.7041473388671875,1.2597975730895996,-1.8052475452423096
40,4,Cup,1,1,0.09031343460083008,-1.3488788604736328,1.3208942413330078
41,4,Cup,2,1,0.22147059440612793,-1.516296625137329,1.3758957386016846
42,4,Cup,3,1,0.10810065269470215,-1.3407222032546997,1.1750551462173462
43,4,Cup,4,1,0.16795159876346588,-1.4541192054748535,1.383305311203003
44,4,Cup,5,1,0.03802657127380371,-1.1829454898834229,1.4666800498962402
45,4,Cup,6,1,0.013174177147448063,-0.9485459327697754,1.2689220905303955
46,4,Cup,7,1,0.14213012158870697,-1.1948068141937256,1.672943353652954
47,4,Cup,8,1,0.03274846449494362,-1.0846192836761475,1.5028367042541504
48,4,Cup,9,1,0.042252302169799805,-1.057632327079773,1.5308805704116821
49,4,Cup,10,1,0.07802485674619675,-1.324340581893921,1.3688628673553467
