model,seed,level,epoch,train_total,train_effect,train_vq,eval_total,eval_effect,eval_vq,active_codes,ema_used_codes,step_counter,last_check_step,surprise_streak,distance_mean,distance_p90,distance_p95,distance_max,surprise_support
dynamic,3,1,1,6.978679300944011,6.961467940012614,0.017211326385537785,6.772191588083903,6.772191588083903,0.0,1.0,1.0,10.0,0.0,0.0,,,,,
dynamic,3,1,2,6.658642374674479,6.63700667699178,0.021635721574227017,6.460446186065674,6.460446186065674,0.0,1.0,1.0,20.0,0.0,0.0,,,,,
dynamic,3,1,3,6.361594244639079,6.3314519627889,0.030142372300227482,6.159071089426677,6.159071089426677,0.0,1.0,1.0,30.0,0.0,0.0,,,,,
dynamic,3,1,4,6.086309223175049,6.03664275487264,0.049666515986124676,5.878942082722982,5.878942082722982,0.0,1.0,1.0,40.0,0.0,0.0,,,,,
dynamic,3,1,5,5.840945173899333,5.759671783447265,0.08127349386612574,5.608419885635376,5.608419885635376,0.0,1.0,1.0,50.0,0.0,0.0,,,,,
dynamic,3,1,6,5.6319423739115395,5.502832266489665,0.1291101086139679,5.365712858835856,5.365712858835856,0.0,1.0,1.0,60.0,0.0,0.0,,,,,
dynamic,3,1,7,5.457539240519206,5.272684644063314,0.18485458930333457,5.149362688064575,5.149362688064575,0.0,1.0,1.0,70.0,0.0,0.0,,,,,
dynamic,3,1,8,5.334978675842285,5.0596960830688475,0.27528254230817156,4.942269048690796,4.942269048690796,0.0,1.0,1.0,80.0,0.0,0.0,,,,,
dynamic,3,1,9,5.261518567403158,4.858020645777384,0.40349790573120115,4.749786173502605,4.749786173502605,0.0,1.0,1.0,90.0,0.0,0.0,,,,,
dynamic,3,1,10,5.2389725303649906,4.677955570220948,0.5610170443852742,4.581010891596477,4.581010891596477,0.0,1.0,1.0,100.0,0.0,0.0,,,,,
dynamic,3,1,11,5.211902484893799,4.514256267547608,0.6976462086041768,4.426078764597575,4.426078764597575,0.0,1.0,1.0,110.0,0.0,0.0,,,,,
dynamic,3,1,12,5.059195772806803,4.364198818206787,0.6949969657262166,4.278749170303345,4.278749170303345,0.0,1.0,1.0,120.0,0.0,0.0,,,,,
dynamic,3,1,13,4.774554735819499,4.2183372561136885,0.5562175512313843,4.140241161982218,4.140241161982218,0.0,1.0,1.0,130.0,0.0,0.0,,,,,
dynamic,3,1,14,4.481310017903646,4.0837156867980955,0.3975942993164063,4.008235050837199,4.008235050837199,0.0,1.0,1.0,140.0,0.0,0.0,,,,,
dynamic,3,1,15,4.234676192601522,3.9564770380655925,0.2781991724173228,3.8887136014302572,3.8887136014302572,0.0,1.0,1.0,150.0,0.0,0.0,,,,,
dynamic,3,1,16,4.071974353790283,3.8426707712809245,0.22930365125338237,3.782659896214803,3.782659896214803,0.0,1.0,1.0,160.0,0.0,0.0,,,,,
dynamic,3,1,17,3.9382895533243816,3.7392850557963055,0.19900448977947235,3.6820103708902994,3.6820103708902994,0.0,1.0,1.0,170.0,0.0,0.0,,,,,
dynamic,3,1,18,3.812963291803996,3.6428774929046632,0.1700857667128245,3.5911783091227214,3.5911783091227214,0.0,1.0,1.0,180.0,0.0,0.0,,,,,
dynamic,3,1,19,3.6922072919209796,3.555291379292806,0.13691591223080954,3.507376289367676,3.507376289367676,0.0,1.0,1.0,190.0,0.0,0.0,,,,,
dynamic,3,1,20,3.5895194498697918,3.474164759318034,0.11535464425881704,3.42877542813619,3.42877542813619,0.0,1.0,1.0,200.0,0.0,0.0,,,,,
dynamic,3,1,21,3.52325901667277,3.3959424463907877,0.12731659293174744,3.3534969234466554,3.3534969234466554,0.0,1.0,1.0,210.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
dynamic,3,1,22,3.5244783465067546,3.322236680984497,0.2022416575749715,3.279266748428345,3.279266748428345,0.0,1.0,1.0,220.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
dynamic,3,1,23,3.560003016789754,3.248264684677124,0.31173831621805825,3.209623759587606,3.209623759587606,0.0,1.0,1.0,230.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
dynamic,3,1,24,3.6022508049011233,3.182056636810303,0.4201941712697347,3.1439617315928143,3.1439617315928143,0.0,1.0,1.0,240.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
dynamic,3,1,25,3.5150859292348224,3.116944211324056,0.39814171512921653,3.082638063430786,3.082638063430786,0.0,1.0,1.0,250.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
dynamic,3,1,26,3.369585501352946,3.0572114181518555,0.31237407207489015,3.0220814673105876,3.0220814673105876,0.0,1.0,1.0,260.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
dynamic,3,1,27,3.2432816282908123,2.9974573135375975,0.24582428018252056,2.9645836766560874,2.9645836766560874,0.0,1.0,1.0,270.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
dynamic,3,1,28,3.1549946594238283,2.9416743405659993,0.21332032998402914,2.910982195536296,2.910982195536296,0.0,1.0,1.0,280.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
dynamic,3,1,29,3.091099780400594,2.8895420932769778,0.20155766983826956,2.8596785640716553,2.8596785640716553,0.0,1.0,1.0,290.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
dynamic,3,1,30,3.0370681858062745,2.8390335687001547,0.19803458074728647,2.812056449254354,2.812056449254354,0.0,1.0,1.0,300.0,201.0,1.0,0.9010656476020813,2.277153730392456,4.097872734069824,8.887846946716309,46.0
