canonical_index,family_index,family,size,object_code,assigned_squared_distance,latent_0,latent_1
0,0,Sphere,1,4,0.01998913288116455,0.8526268005371094,0.05563250929117203
1,0,Sphere,2,4,0.17638015747070312,0.5731978416442871,0.08404571563005447
2,0,Sphere,3,4,0.18936169147491455,0.8482041954994202,0.4234635531902313
3,0,Sphere,4,4,0.19815760850906372,0.8074778318405151,-0.396491676568985
4,0,Sphere,5,4,0.012948095798492432,0.93357914686203,-0.08963843435049057
5,0,Sphere,6,4,0.014572501182556152,0.9968575835227966,-0.10933787375688553
6,0,Sphere,7,4,0.01268845796585083,1.0992190837860107,0.017484910786151886
7,0,Sphere,8,4,0.1753283143043518,1.3502979278564453,0.21873566508293152
8,0,Sphere,9,4,0.38844406604766846,1.445778250694275,0.43256136775016785
9,0,Sphere,10,4,0.11395568400621414,1.3030444383621216,0.12895236909389496
10,1,Cube,1,5,0.05541276931762695,0.03120710328221321,2.176280975341797
11,1,Cube,2,5,0.010767936706542969,0.07246915996074677,2.3249268531799316
12,1,Cube,3,5,0.06281757354736328,-0.18594546616077423,2.2608423233032227
13,1,Cube,4,5,0.163545623421669,0.26278236508369446,2.730437755584717
14,1,Cube,5,5,0.1314239501953125,0.09606318920850754,2.764362335205078
15,1,Cube,6,5,0.1848287582397461,-0.39134955406188965,2.5524847507476807
16,1,Cube,7,5,0.294705867767334,-0.519650936126709,2.5071401596069336
17,1,Cube,8,5,0.3352179527282715,-0.4208188056945801,2.7926506996154785
18,1,Cube,9,5,0.33784914016723633,-0.4435821771621704,2.768686056137085
19,1,Cube,10,5,0.3411875069141388,-0.4830350875854492,2.716864824295044
20,2,V. cylinder,1,5,0.04682541266083717,0.23096387088298798,2.405148983001709
21,2,V. cylinder,2,5,0.30951881408691406,0.4720495343208313,2.727811336517334
22,2,V. cylinder,3,5,0.3378181755542755,0.43010252714157104,2.817570686340332
23,2,V. cylinder,4,5,0.4155158996582031,0.18918631970882416,3.0316247940063477
24,2,V. cylinder,5,5,0.11871767044067383,0.13158942759037018,2.7352027893066406
25,2,V. cylinder,6,5,0.1353931427001953,-0.2142850011587143,2.6991612911224365
26,2,V. cylinder,7,5,0.04146194085478783,-0.18554799258708954,2.4482641220092773
27,2,V. cylinder,8,5,0.048580169677734375,-0.16383980214595795,2.540403366088867
28,2,V. cylinder,9,5,0.5148726105690002,-0.6605810523033142,2.6538546085357666
29,2,V. cylinder,10,5,0.520047664642334,-0.6986715197563171,2.5169990062713623
30,3,H. cylinder,1,2,0.24945330619812012,-0.15026725828647614,1.1987500190734863
31,3,H. cylinder,2,1,0.04165240004658699,-0.08380208909511566,0.2774680256843567
32,3,H. cylinder,3,1,0.29483097791671753,-0.7124800086021423,-0.10678582638502121
33,3,H. cylinder,4,1,0.9080889225006104,-0.4098081588745117,-0.8062518239021301
34,3,H. cylinder,5,1,0.2528868317604065,-0.16374386847019196,0.6275684237480164
35,3,H. cylinder,6,1,0.06930412352085114,-0.2838400602340698,0.3843136131763458
36,3,H. cylinder,7,1,0.023429909721016884,-0.36004650592803955,0.19631263613700867
37,3,H. cylinder,8,1,0.014271318912506104,-0.11320988088846207,0.08103681355714798
38,3,H. cylinder,9,1,0.18804535269737244,0.0754808783531189,0.44278624653816223
39,3,H. cylinder,10,4,0.4731184244155884,0.5424964427947998,0.5360689163208008
40,4,Cup,1,3,0.09452533721923828,-2.859745740890503,-0.3941650390625
41,4,Cup,2,0,0.05103396996855736,-2.9494097232818604,-0.5410218238830566
42,4,Cup,3,0,0.0940103605389595,-3.2480690479278564,-0.745558500289917
43,4,Cup,4,0,0.12906454503536224,-3.241755723953247,-0.9651310443878174
44,4,Cup,5,0,0.048755645751953125,-3.119758129119873,-0.8980669975280762
45,4,Cup,6,0,0.005044936668127775,-2.9652750492095947,-0.8339917063713074
46,4,Cup,7,0,0.0028638842049986124,-2.890314817428589,-0.7536696195602417
47,4,Cup,8,0,0.0043506622314453125,-2.877591609954834,-0.7800858616828918
48,4,Cup,9,0,0.05551529303193092,-3.0465543270111084,-0.5555657148361206
49,4,Cup,10,0,0.06693649291992188,-3.185669422149658,-0.6793091297149658
