canonical_index,family_index,family,size,object_code,assigned_squared_distance,latent_0,latent_1
0,0,Sphere,1,1,0.3260105550289154,-0.45902955532073975,1.206727147102356
1,0,Sphere,2,1,0.5015743970870972,-0.4161459505558014,0.9693646430969238
2,0,Sphere,3,1,0.03125715255737305,-0.11610770970582962,1.4101649522781372
3,0,Sphere,4,1,0.19482898712158203,-0.4220338761806488,1.430269718170166
4,0,Sphere,5,1,0.1492781639099121,-0.36721378564834595,1.637925386428833
5,0,Sphere,6,1,0.0852043628692627,-0.20083007216453552,1.743977427482605
6,0,Sphere,7,1,0.1004793643951416,-0.2461271584033966,1.7301231622695923
7,0,Sphere,8,1,0.24721384048461914,0.3315127193927765,1.9138597249984741
8,0,Sphere,9,1,0.48326751589775085,0.5824525356292725,1.926574468612671
9,0,Sphere,10,1,0.8706409931182861,0.8784749507904053,1.8688353300094604
10,1,Cube,1,4,0.004341601859778166,2.4964382648468018,1.3867861032485962
11,1,Cube,2,4,0.03850698098540306,2.3071274757385254,1.3568212985992432
12,1,Cube,3,3,0.05278492346405983,2.1751797199249268,1.5192264318466187
13,1,Cube,4,4,0.04044437035918236,2.284191370010376,1.4981414079666138
14,1,Cube,5,4,0.14593076705932617,2.1921908855438232,1.1987923383712769
15,1,Cube,6,4,0.057926177978515625,2.3995330333709717,1.2234972715377808
16,1,Cube,7,4,0.26112937927246094,2.1463193893432617,1.0630826950073242
17,1,Cube,8,4,0.06354045867919922,2.228712797164917,1.4257408380508423
18,1,Cube,9,4,0.0546870231628418,2.4132723808288574,1.226219892501831
19,1,Cube,10,3,0.012857913970947266,2.005789041519165,1.8163896799087524
20,2,V. cylinder,1,3,0.0021553037222474813,2.119171380996704,1.725835919380188
21,2,V. cylinder,2,3,0.05812263488769531,2.2955386638641357,1.6327499151229858
22,2,V. cylinder,3,4,0.06429053097963333,2.452775239944458,1.7026124000549316
23,2,V. cylinder,4,3,0.06809567660093307,2.31205677986145,1.8289414644241333
24,2,V. cylinder,5,3,0.02368307113647461,1.9988377094268799,1.5899008512496948
25,2,V. cylinder,6,3,0.0013532638549804688,2.107790946960449,1.7136732339859009
26,2,V. cylinder,7,3,0.01651144213974476,2.2009780406951904,1.7332172393798828
27,2,V. cylinder,8,3,0.010496139526367188,1.9733707904815674,1.749771237373352
28,2,V. cylinder,9,4,0.08064461499452591,2.365532159805298,1.7105553150177002
29,2,V. cylinder,10,3,0.06560468673706055,1.825284719467163,1.6588143110275269
30,3,H. cylinder,1,0,0.3435186445713043,-0.9414436221122742,-0.3475222885608673
31,3,H. cylinder,2,0,0.4645855128765106,-1.3617188930511475,-0.8090195059776306
32,3,H. cylinder,3,0,0.551033079624176,-1.7087182998657227,-0.8486477732658386
33,3,H. cylinder,4,0,0.26421335339546204,-1.4819965362548828,0.37448737025260925
34,3,H. cylinder,5,0,0.43517041206359863,-2.094531536102295,-0.4020838439464569
35,3,H. cylinder,6,5,0.5448012948036194,-2.3598456382751465,0.2551291286945343
36,3,H. cylinder,7,5,0.32126379013061523,-2.5145251750946045,0.43159863352775574
37,3,H. cylinder,8,5,0.056059837341308594,-2.1967151165008545,1.0657521486282349
38,3,H. cylinder,9,5,0.13872623443603516,-2.4184000492095947,1.3631242513656616
39,3,H. cylinder,10,5,1.5389140844345093,-3.4007656574249268,1.7519241571426392
40,4,Cup,1,2,0.02939748950302601,2.3799116611480713,-0.7514440417289734
41,4,Cup,2,2,0.036572929471731186,2.3996670246124268,-0.7501786351203918
42,4,Cup,3,2,0.021283147856593132,2.352126121520996,-0.7391546368598938
43,4,Cup,4,2,0.13440275192260742,2.325226306915283,-1.1171197891235352
44,4,Cup,5,2,0.1033320352435112,2.271500587463379,-1.084687352180481
45,4,Cup,6,2,0.03460407257080078,2.15319561958313,-0.946625292301178
46,4,Cup,7,2,0.13864471018314362,2.213860511779785,-1.141616702079773
47,4,Cup,8,2,0.12153267860412598,2.270153045654297,-1.1125702857971191
48,4,Cup,9,2,0.15921664237976074,2.1345572471618652,-1.1612337827682495
49,4,Cup,10,2,0.4387218952178955,1.9081361293792725,-1.35918390750885
