run,ok,elapsed_seconds,first_symbolic_action,first_physical_action,physical_plan,representative_branch_probability,representative_goal_reached,symbolic_action_count,physical_action_count,error
72,True,1.149514396005543,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
73,True,1.1595880009990651,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
74,True,1.176607072004117,makebase O2,O3 on O2,O3 on O2 | O1 on O3,0.22395982185000002,True,9,2,
75,True,1.2884019050106872,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
76,True,1.1851214630005416,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
77,True,1.1502178570081014,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
78,True,1.1749833619978745,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
79,True,1.138065420993371,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
80,True,1.137751884991303,makebase O3,O2 on O3,O2 on O3 | O5 on O2,0.956047861729,True,9,2,
81,True,1.083583183994051,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
82,True,1.0948513470066246,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
83,True,1.121225973998662,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
84,True,1.4002449719992,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
85,True,1.187583287974121,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
86,True,1.1643991969758645,makebase O3,O2 on O3,O2 on O3 | O5 on O2,0.956047861729,True,9,2,
87,True,1.173584670003038,makebase O2,O3 on O2,O3 on O2 | O1 on O3,0.22395982185000002,True,9,2,
88,True,1.201739598007407,makebase O3,O2 on O3,O2 on O3 | O5 on O2,0.956047861729,True,9,2,
89,True,1.2180497640219983,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
90,True,1.1970026360068005,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
91,True,1.4235846329829656,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
92,True,1.3549384369980544,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
93,True,1.1835859960119706,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
94,True,1.151317703013774,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
95,True,1.167728579021059,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
96,True,1.214184935000958,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
97,True,1.2811583850125317,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
98,True,1.1397847549815197,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
99,True,1.2173980319930706,makebase O2,O3 on O2,O3 on O2 | O5 on O3,0.956047861729,True,9,2,
