canonical_index,family_index,family,size,object_code,assigned_squared_distance,latent_0,latent_1
0,0,Sphere,1,2,0.29902929067611694,-0.3205361068248749,-0.5778467655181885
1,0,Sphere,2,2,0.3951091766357422,-0.26229193806648254,-0.6529448628425598
2,0,Sphere,3,2,0.08250695466995239,-0.7948437929153442,-0.11502072215080261
3,0,Sphere,4,2,0.45174717903137207,-0.3310721814632416,-0.8411948084831238
4,0,Sphere,5,2,0.007967114448547363,-0.7942253947257996,-0.3209415376186371
5,0,Sphere,6,2,0.027155043557286263,-0.7039351463317871,-0.4958479404449463
6,0,Sphere,7,2,0.015938041731715202,-0.8364323377609253,-0.2728581726551056
7,0,Sphere,8,2,0.18268369138240814,-1.0060768127441406,-0.00640600360929966
8,0,Sphere,9,2,0.4270038604736328,-1.1843235492706299,0.15461516380310059
9,0,Sphere,10,2,0.692333996295929,-1.4857755899429321,0.12229765206575394
10,1,Cube,1,0,0.17737390100955963,-1.1055673360824585,1.3532668352127075
11,1,Cube,2,0,0.03906536474823952,-1.2619373798370361,1.5792301893234253
12,1,Cube,3,0,0.05837392434477806,-1.2344589233398438,1.4936838150024414
13,1,Cube,4,0,0.052455902099609375,-1.2415000200271606,1.6514133214950562
14,1,Cube,5,0,0.2555718421936035,-1.0954797267913818,1.932141900062561
15,1,Cube,6,0,0.04652309790253639,-1.2575350999832153,1.6569410562515259
16,1,Cube,7,0,0.0421755313873291,-1.259741187095642,1.5340651273727417
17,1,Cube,8,0,0.12928318977355957,-1.5250760316848755,1.2278761863708496
18,1,Cube,9,0,0.08168841153383255,-1.7108163833618164,1.4451645612716675
19,1,Cube,10,0,0.577775239944458,-1.9980971813201904,1.0449789762496948
20,2,V. cylinder,1,0,0.029756784439086914,-1.3086270093917847,1.4979230165481567
21,2,V. cylinder,2,0,0.17354989051818848,-1.4477499723434448,1.164993405342102
22,2,V. cylinder,3,0,0.46428728103637695,-1.8156793117523193,2.1623449325561523
23,2,V. cylinder,4,0,0.30678224563598633,-1.648858666419983,2.101949691772461
24,2,V. cylinder,5,0,0.22947169840335846,-1.5342271327972412,2.0545973777770996
25,2,V. cylinder,6,0,0.03307104483246803,-1.5825743675231934,1.7153644561767578
26,2,V. cylinder,7,0,0.1732330471277237,-1.5567413568496704,1.9861294031143188
27,2,V. cylinder,8,0,0.29403257369995117,-1.8425065279006958,1.9653383493423462
28,2,V. cylinder,9,0,0.2805056571960449,-1.9791938066482544,1.6838890314102173
29,2,V. cylinder,10,0,0.18642759323120117,-1.8821693658828735,1.6699625253677368
30,3,H. cylinder,1,3,1.2570708990097046,0.901171863079071,-1.7218776941299438
31,3,H. cylinder,2,1,1.852331280708313,1.3159921169281006,-2.4812493324279785
32,3,H. cylinder,3,3,1.4439679384231567,0.8482193946838379,-2.4464168548583984
33,3,H. cylinder,4,3,0.25397273898124695,0.25927042961120605,-1.6906434297561646
34,3,H. cylinder,5,3,0.030102012678980827,-0.08356078714132309,-1.756481647491455
35,3,H. cylinder,6,3,0.031237361952662468,-0.21558664739131927,-1.69930899143219
36,3,H. cylinder,7,3,0.16375206410884857,-0.4618166983127594,-2.1922171115875244
37,3,H. cylinder,8,3,0.8344735503196716,-1.0809626579284668,-2.149482250213623
38,3,H. cylinder,9,3,1.9877465963363647,-1.6160334348678589,-1.9712589979171753
39,3,H. cylinder,10,3,4.674515724182129,-2.304837942123413,-2.4084739685058594
40,4,Cup,1,1,0.11229180544614792,2.7364306449890137,-1.5906511545181274
41,4,Cup,2,1,0.4933452904224396,3.0479984283447266,-2.309340000152588
42,4,Cup,3,1,0.03452110290527344,2.6045663356781006,-1.6809839010238647
43,4,Cup,4,1,0.30126288533210754,2.940514326095581,-2.1988685131073
44,4,Cup,5,1,0.44741150736808777,3.1533942222595215,-1.6318575143814087
45,4,Cup,6,1,0.17390108108520508,2.919457197189331,-1.965467929840088
46,4,Cup,7,1,0.3870706260204315,3.104283332824707,-2.0595879554748535
47,4,Cup,8,1,0.06744814664125443,2.7363524436950684,-1.9897314310073853
48,4,Cup,9,1,0.03876209259033203,2.402719497680664,-1.6880658864974976
49,4,Cup,10,1,0.1946115493774414,2.909409999847412,-2.0532970428466797
