canonical_index,family_index,family,size,object_code,assigned_squared_distance,latent_0,latent_1
0,0,Sphere,1,0,3.788931131362915,-1.5238486528396606,2.3283472061157227
1,0,Sphere,2,0,2.870471239089966,-1.1713862419128418,1.9420287609100342
2,0,Sphere,3,0,3.202080249786377,-1.6177417039871216,2.186345338821411
3,0,Sphere,4,0,4.302251815795898,-1.3912110328674316,2.428135395050049
4,0,Sphere,5,0,1.880707859992981,-1.3292642831802368,1.6598012447357178
5,0,Sphere,6,0,2.949313163757324,-1.1907830238342285,1.9770286083221436
6,0,Sphere,7,0,3.6253840923309326,-1.1313694715499878,2.155245542526245
7,0,Sphere,8,0,3.8456180095672607,-1.557868480682373,2.34989595413208
8,0,Sphere,9,0,4.088911533355713,-1.542614459991455,2.409172296524048
9,0,Sphere,10,0,4.01323938369751,-1.2254263162612915,2.3013713359832764
10,1,Cube,1,0,0.3428459167480469,-2.117337942123413,-0.12892669439315796
11,1,Cube,2,0,0.6973729133605957,-2.1412405967712402,-0.382778525352478
12,1,Cube,3,0,0.32798171043395996,-2.109273672103882,-0.11815617233514786
13,1,Cube,4,0,0.3499760329723358,-2.4578521251678467,0.17330193519592285
14,1,Cube,5,0,0.18367433547973633,-2.2548716068267822,0.15356537699699402
15,1,Cube,6,0,0.2944917678833008,-2.2710859775543213,0.007820717990398407
16,1,Cube,7,0,0.4817371070384979,-2.2896974086761475,-0.16547398269176483
17,1,Cube,8,0,0.7441973686218262,-2.4621970653533936,-0.24930545687675476
18,1,Cube,9,0,0.930272102355957,-2.4964993000030518,-0.3514821529388428
19,1,Cube,10,0,1.5300631523132324,-2.6756882667541504,-0.5575524568557739
20,2,V. cylinder,1,0,0.18461346626281738,-2.2802088260650635,0.1863783448934555
21,2,V. cylinder,2,0,0.3940269947052002,-1.8427553176879883,-0.19988127052783966
22,2,V. cylinder,3,0,0.9980401992797852,-2.1086339950561523,-0.558456301689148
23,2,V. cylinder,4,0,1.3580422401428223,-2.154022216796875,-0.7190374732017517
24,2,V. cylinder,5,0,1.353309154510498,-2.327235221862793,-0.6673873066902161
25,2,V. cylinder,6,0,1.2267742156982422,-2.2093117237091064,-0.6466695070266724
26,2,V. cylinder,7,0,1.9261585474014282,-2.4812047481536865,-0.8471124768257141
27,2,V. cylinder,8,0,1.1235857009887695,-2.2553789615631104,-0.5831549167633057
28,2,V. cylinder,9,0,2.1384620666503906,-2.6151721477508545,-0.8644695281982422
29,2,V. cylinder,10,0,1.7463668584823608,-2.4174997806549072,-0.8020053505897522
30,3,H. cylinder,1,2,0.07768795639276505,0.06346052139997482,-0.5769878029823303
31,3,H. cylinder,2,2,0.5513720512390137,0.589303731918335,-0.7367019653320312
32,3,H. cylinder,3,2,0.25972750782966614,0.3502207398414612,-0.8326359391212463
33,3,H. cylinder,4,2,0.354229211807251,0.4407336711883545,-0.7122018337249756
34,3,H. cylinder,5,2,0.2316621094942093,-0.6267947554588318,-0.6673473119735718
35,3,H. cylinder,6,2,0.14506155252456665,-0.49748659133911133,-0.9150962829589844
36,3,H. cylinder,7,2,0.1888664811849594,0.008202487602829933,-1.1560461521148682
37,3,H. cylinder,8,2,0.3600243330001831,0.14278574287891388,-1.274498462677002
38,3,H. cylinder,9,2,0.43972650170326233,-0.7571709156036377,-1.0259718894958496
39,3,H. cylinder,10,2,1.041383147239685,-1.156542420387268,-0.9380487203598022
40,4,Cup,1,1,0.0935216024518013,2.4579312801361084,0.9688341021537781
41,4,Cup,2,1,0.38484668731689453,1.985957384109497,0.805923581123352
42,4,Cup,3,1,0.22257184982299805,2.855360269546509,1.090682029724121
43,4,Cup,4,1,0.2304864078760147,3.0763773918151855,0.7119081020355225
44,4,Cup,5,1,0.43716147541999817,3.192695379257202,0.9821828603744507
45,4,Cup,6,1,0.0013127325801178813,2.5737807750701904,0.6680619716644287
46,4,Cup,7,1,0.037408825010061264,2.78964900970459,0.7071573734283447
47,4,Cup,8,1,0.012987612746655941,2.631155014038086,0.8048187494277954
48,4,Cup,9,1,0.28212594985961914,3.03719162940979,0.9928110837936401
49,4,Cup,10,1,0.35723161697387695,3.043747901916504,1.0927743911743164
