idx,label,slot0_type,slot0_size,slot1_type,slot1_size,slot0_symbol,slot1_symbol,relation_symbol,raw_dx0,raw_dy0,raw_dz0,raw_dx1,raw_dy1,raw_dz1
542,stacked,1,0,4,2,1,2,0,-1.5527801513671875,-2.2730560302734375,0.02865387499332428,-1.5527801513671875,-2.2730560302734375,0.0
543,stacked,1,0,4,3,1,2,0,-0.7281990051269531,-1.2826499938964844,0.02865314483642578,-0.7281990051269531,-1.2826499938964844,0.0
544,stacked,1,0,4,4,1,2,0,-2.688739776611328,-2.3129196166992188,0.028651997447013855,-2.688739776611328,-2.3129196166992188,0.0
545,stacked,1,0,4,5,1,2,0,0.7996749877929688,-2.5418701171875,0.02865472435951233,0.7996749877929688,-2.5418701171875,0.0
546,stacked,1,0,4,6,1,2,0,0.09720230102539062,-3.0021324157714844,0.0286531001329422,0.09720230102539062,-3.0021324157714844,0.0
547,stacked,1,0,4,7,1,2,0,0.8866157531738281,-3.401409149169922,0.028654038906097412,0.8866157531738281,-3.401409149169922,0.0
548,stacked,1,0,4,8,1,2,0,0.31813812255859375,-3.0421714782714844,0.028654873371124268,0.31813812255859375,-3.0421714782714844,0.0
549,stacked,1,0,4,9,1,2,0,0.3318290710449219,-3.907360076904297,0.028653696179389954,0.3318290710449219,-3.907360076904297,0.0
592,stacked,1,1,4,2,1,2,0,-1.0029067993164062,-2.1921424865722656,0.03183896839618683,-1.0029067993164062,-2.1921424865722656,0.0
593,stacked,1,1,4,3,1,2,0,-0.35927581787109375,-2.2243385314941406,0.031837671995162964,-0.35927581787109375,-2.2243385314941406,0.0
594,stacked,1,1,4,4,1,2,0,-3.0032386779785156,-2.2653160095214844,0.03183756768703461,-3.0032386779785156,-2.2653160095214844,0.0
595,stacked,1,1,4,5,1,2,0,1.1369705200195312,-3.903064727783203,0.03183862566947937,1.1369705200195312,-3.903064727783203,0.0
596,stacked,1,1,4,6,1,2,0,0.7672042846679688,-3.1095657348632812,0.031837984919548035,0.7672042846679688,-3.1095657348632812,0.0
597,stacked,1,1,4,7,1,2,0,0.5576248168945312,-3.2038612365722656,0.031837254762649536,0.5576248168945312,-3.2038612365722656,0.0
598,stacked,1,1,4,8,1,2,0,0.6431846618652344,-3.4434432983398438,0.03183893859386444,0.6431846618652344,-3.4434432983398438,0.0
599,stacked,1,1,4,9,1,2,0,0.2883644104003906,-4.096534729003906,0.031837329268455505,0.2883644104003906,-4.096534729003906,0.0
642,stacked,1,2,4,2,1,2,0,-1.1456756591796875,-1.6917839050292969,0.03502236306667328,-1.1456756591796875,-1.6917839050292969,0.0
643,stacked,1,2,4,3,1,2,0,-1.5082168579101562,-2.777629852294922,0.03502179682254791,-1.5082168579101562,-2.777629852294922,0.0
644,stacked,1,2,4,4,1,2,0,-0.8403358459472656,-2.2744369506835938,0.03502108156681061,-0.8403358459472656,-2.2744369506835938,0.0
645,stacked,1,2,4,5,1,2,0,0.6407737731933594,-2.4000778198242188,0.03502152860164642,0.6407737731933594,-2.4000778198242188,0.0
646,stacked,1,2,4,6,1,2,0,1.174530029296875,-2.6794471740722656,0.03502023220062256,1.174530029296875,-2.6794471740722656,0.0
647,stacked,1,2,4,7,1,2,0,0.9768943786621094,-2.253589630126953,0.03502136468887329,0.9768943786621094,-2.253589630126953,0.0
648,stacked,1,2,4,8,1,2,0,-0.075286865234375,-3.9183311462402344,0.03502069413661957,-0.075286865234375,-3.9183311462402344,0.0
649,stacked,1,2,4,9,1,2,0,-0.162689208984375,-4.085605621337891,0.035019949078559875,-0.162689208984375,-4.085605621337891,0.0
692,stacked,1,3,4,2,1,2,0,-2.085613250732422,-1.9919662475585938,0.039212197065353394,-2.085613250732422,-1.9919662475585938,0.0
693,stacked,1,3,4,3,1,2,0,-0.616943359375,-1.8578987121582031,0.038204893469810486,-0.616943359375,-1.8578987121582031,0.0
694,stacked,1,3,4,4,1,2,0,-2.7182540893554688,-2.581340789794922,0.03820455074310303,-2.7182540893554688,-2.581340789794922,0.0
695,stacked,1,3,4,5,1,2,0,1.5176925659179688,-2.4787635803222656,0.038205280900001526,1.5176925659179688,-2.4787635803222656,0.0
696,stacked,1,3,4,6,1,2,0,-0.39691925048828125,-3.2245254516601562,0.038205504417419434,-0.39691925048828125,-3.2245254516601562,0.0
697,stacked,1,3,4,7,1,2,0,0.3451728820800781,-3.972057342529297,0.038205623626708984,0.3451728820800781,-3.972057342529297,0.0
698,stacked,1,3,4,8,1,2,0,0.39398956298828125,-3.7554931640625,0.0382055789232254,0.39398956298828125,-3.7554931640625,0.0
699,stacked,1,3,4,9,1,2,0,0.4228668212890625,-4.668445587158203,0.038204625248909,0.4228668212890625,-4.668445587158203,0.0
742,stacked,1,4,4,2,1,2,0,-0.8285598754882812,-0.20430755615234375,0.04138846695423126,-0.8285598754882812,-0.20430755615234375,0.0
743,stacked,1,4,4,3,1,2,0,-0.7763023376464844,-2.532604217529297,0.041387081146240234,-0.7763023376464844,-2.532604217529297,0.0
744,tumble2,1,4,4,4,1,2,0,-0.6752662658691406,41.426246643066406,0.0,0.0,0.0,0.0
745,stacked,1,4,4,5,1,2,0,1.158447265625,-2.531749725341797,0.04138742387294769,1.158447265625,-2.531749725341797,0.0
746,stacked,1,4,4,6,1,2,0,1.6332130432128906,-3.295330047607422,0.041389212012290955,1.6332130432128906,-3.295330047607422,0.0
747,stacked,1,4,4,7,1,2,0,0.7015571594238281,-3.3130340576171875,0.04138922691345215,0.7015571594238281,-3.3130340576171875,0.0
748,stacked,1,4,4,8,1,2,0,0.3222694396972656,-4.3158721923828125,0.041387468576431274,0.3222694396972656,-4.3158721923828125,0.0
749,stacked,1,4,4,9,1,2,0,0.9439315795898438,-3.8088150024414062,0.04138799011707306,0.9439315795898438,-3.8088150024414062,0.0
792,stacked,1,5,4,2,1,2,0,-2.6827163696289062,-2.0026206970214844,0.04457159340381622,-2.6827163696289062,-2.0026206970214844,0.0
793,stacked,1,5,4,3,1,2,0,-3.3481101989746094,-2.7559165954589844,0.044571101665496826,-3.3481101989746094,-2.7559165954589844,0.0
794,stacked,1,5,4,4,1,2,0,-2.6322021484375,-2.8307762145996094,0.04457160830497742,-2.6322021484375,-2.8307762145996094,0.0
795,stacked,1,5,4,5,1,2,0,2.5674781799316406,-2.437786102294922,0.044571444392204285,2.5674781799316406,-2.437786102294922,0.0
796,stacked,1,5,4,6,1,2,0,1.3365478515625,-3.420398712158203,0.04457283020019531,1.3365478515625,-3.420398712158203,0.0
