tuple_below_symbol,tuple_above_symbol,tuple_relation_symbol,pair_index,below_type,below_type_name,below_size,above_type,above_type_name,above_size,effect_label
0,2,1,2324,4,Cup,7,2,Vertical cylinder,5,stacked
0,2,1,2325,4,Cup,7,2,Vertical cylinder,6,stacked
0,2,1,2326,4,Cup,7,2,Vertical cylinder,7,stacked
0,2,1,2327,4,Cup,7,2,Vertical cylinder,8,stacked
0,2,1,2328,4,Cup,7,2,Vertical cylinder,9,stacked
0,2,1,2329,4,Cup,7,2,Vertical cylinder,10,stacked
0,2,1,2365,4,Cup,8,1,Cube,6,stacked
0,2,1,2366,4,Cup,8,1,Cube,7,stacked
0,2,1,2367,4,Cup,8,1,Cube,8,stacked
0,2,1,2368,4,Cup,8,1,Cube,9,stacked
0,2,1,2369,4,Cup,8,1,Cube,10,stacked
0,2,1,2375,4,Cup,8,2,Vertical cylinder,6,stacked
0,2,1,2376,4,Cup,8,2,Vertical cylinder,7,stacked
0,2,1,2377,4,Cup,8,2,Vertical cylinder,8,stacked
0,2,1,2378,4,Cup,8,2,Vertical cylinder,9,stacked
0,2,1,2379,4,Cup,8,2,Vertical cylinder,10,stacked
0,2,1,2415,4,Cup,9,1,Cube,6,stacked
0,2,1,2416,4,Cup,9,1,Cube,7,stacked
0,2,1,2417,4,Cup,9,1,Cube,8,stacked
0,2,1,2418,4,Cup,9,1,Cube,9,stacked
0,2,1,2419,4,Cup,9,1,Cube,10,stacked
0,2,1,2425,4,Cup,9,2,Vertical cylinder,6,tumble2
0,2,1,2426,4,Cup,9,2,Vertical cylinder,7,stacked
0,2,1,2427,4,Cup,9,2,Vertical cylinder,8,stacked
0,2,1,2428,4,Cup,9,2,Vertical cylinder,9,stacked
0,2,1,2429,4,Cup,9,2,Vertical cylinder,10,stacked
0,2,1,2466,4,Cup,10,1,Cube,7,stacked
0,2,1,2467,4,Cup,10,1,Cube,8,stacked
0,2,1,2468,4,Cup,10,1,Cube,9,stacked
0,2,1,2469,4,Cup,10,1,Cube,10,stacked
0,2,1,2476,4,Cup,10,2,Vertical cylinder,7,tumble2
0,2,1,2477,4,Cup,10,2,Vertical cylinder,8,stacked
0,2,1,2478,4,Cup,10,2,Vertical cylinder,9,stacked
0,2,1,2479,4,Cup,10,2,Vertical cylinder,10,stacked
