canonical_index,family_index,family,size,object_code,assigned_squared_distance,latent_0,latent_1
0,0,Sphere,1,1,0.2174554318189621,1.2691620588302612,0.1394197791814804
1,0,Sphere,2,1,0.13549542427062988,0.557533860206604,0.12983717024326324
2,0,Sphere,3,1,0.4214555621147156,1.2789565324783325,0.412950336933136
3,0,Sphere,4,1,0.11921471357345581,0.8627473711967468,-0.4270940124988556
4,0,Sphere,5,1,0.03002685122191906,1.030992865562439,-0.10012169927358627
5,0,Sphere,6,1,0.09147793054580688,0.905282735824585,-0.3806839883327484
6,0,Sphere,7,1,0.0828709676861763,1.0638267993927002,-0.2837945520877838
7,0,Sphere,8,1,0.021036088466644287,0.9922531843185425,-0.025332609191536903
8,0,Sphere,9,1,0.13251984119415283,1.1579939126968384,0.12535050511360168
9,0,Sphere,10,1,0.07104004174470901,1.0151256322860718,-0.2976295053958893
10,1,Cube,1,2,0.06654452532529831,0.4089384973049164,1.9998242855072021
11,1,Cube,2,2,0.009950636886060238,0.6314338445663452,2.1375815868377686
12,1,Cube,3,2,0.03847765922546387,0.5786136388778687,1.8660836219787598
13,1,Cube,4,2,0.14861583709716797,0.8309481739997864,2.3901638984680176
14,1,Cube,5,2,0.36078357696533203,0.6259347200393677,2.6425323486328125
15,1,Cube,6,2,0.13274669647216797,0.33369180560112,2.1983935832977295
16,1,Cube,7,2,0.3178282082080841,0.21103867888450623,2.3796825408935547
17,1,Cube,8,2,0.3492946922779083,0.3105235993862152,2.5172500610351562
18,1,Cube,9,2,0.2634158134460449,0.2418377697467804,2.335996150970459
19,1,Cube,10,2,0.24393844604492188,0.32693159580230713,2.404736280441284
20,2,V. cylinder,1,2,0.3299870789051056,1.2327628135681152,1.967881441116333
21,2,V. cylinder,2,2,0.4378643333911896,1.3242548704147339,2.0737738609313965
22,2,V. cylinder,3,2,0.19001054763793945,1.0631223917007446,2.2165820598602295
23,2,V. cylinder,4,2,0.12685774266719818,0.8421100974082947,2.3510477542877197
24,2,V. cylinder,5,2,0.03179502859711647,0.8406222462654114,2.0613853931427
25,2,V. cylinder,6,2,0.11974715441465378,0.40699687600135803,2.2755887508392334
26,2,V. cylinder,7,2,0.06943487375974655,0.3997727036476135,2.0465266704559326
27,2,V. cylinder,8,2,0.06140708923339844,0.4501022398471832,2.169426202774048
28,2,V. cylinder,9,2,0.07981062680482864,0.3819257318973541,2.0688116550445557
29,2,V. cylinder,10,2,0.25096365809440613,0.18074756860733032,2.177762985229492
30,3,H. cylinder,1,3,1.1450128555297852,-1.155417799949646,0.6482694745063782
31,3,H. cylinder,2,3,1.6519032716751099,-1.652895212173462,0.252680242061615
32,3,H. cylinder,3,3,0.526665449142456,-1.136358618736267,0.021130090579390526
33,3,H. cylinder,4,3,0.216474711894989,-0.31201454997062683,-0.5870622396469116
34,3,H. cylinder,5,3,0.28298893570899963,0.10349588841199875,-0.15975914895534515
35,3,H. cylinder,6,3,0.12777507305145264,-0.07233772426843643,-0.10031987726688385
36,3,H. cylinder,7,3,0.3392027020454407,-0.04189687967300415,-0.5725424885749817
37,3,H. cylinder,8,3,0.7412781119346619,0.11779512465000153,-0.8023765087127686
38,3,H. cylinder,9,3,0.5814327597618103,0.2017539143562317,-0.5664627552032471
39,3,H. cylinder,10,1,0.40062955021858215,0.36459776759147644,-0.47746363282203674
40,4,Cup,1,0,0.1712646484375,-2.8183131217956543,-0.7097537517547607
41,4,Cup,2,0,0.04892730712890625,-2.932633399963379,-0.8650856018066406
42,4,Cup,3,0,0.13612747192382812,-3.3222312927246094,-1.308241367340088
43,4,Cup,4,0,0.45236489176750183,-3.3917417526245117,-1.627695083618164
44,4,Cup,5,0,0.30843833088874817,-3.2762701511383057,-1.551980972290039
45,4,Cup,6,0,0.2427234649658203,-3.3861656188964844,-1.4163379669189453
46,4,Cup,7,0,0.047013282775878906,-3.2821860313415527,-1.0983431339263916
47,4,Cup,8,0,0.020220758393406868,-3.2031984329223633,-1.0959223508834839
48,4,Cup,9,0,0.3486890494823456,-3.6614489555358887,-1.1035714149475098
49,4,Cup,10,0,0.3223142623901367,-3.621367931365967,-0.8800217509269714
